domain_length,entropy,digit_ratio,subdomain_depth,ttl,unique_ip_count,query_rate,label
16,3.2806390622295662,0.75,3,102,10,9.59,3
11,3.2776134368191157,0.0,1,604,3,3.34,0
20,2.823219672335508,0.8,3,42,12,19.59,2
16,3.327819531114783,0.0,1,163,4,7.9,1
17,3.29277019393699,0.7647058823529411,3,105,8,11.5,2
11,2.913977073182752,0.2727272727272727,2,97,20,10.27,2
13,2.5073801024236357,0.7692307692307693,3,23,12,13.88,2
9,3.169925001442312,0.0,1,1583,3,5.01,0
29,3.672997271796528,0.0,1,117,5,7.68,1
16,3.625,0.0625,2,169,5,14.64,3
14,3.521640636343318,0.0,1,606,1,1.19,0
28,3.481661512101756,0.0,1,253,3,9.17,1
13,3.0850551027564768,0.0,1,107,4,9.72,1
14,3.2359263506290326,0.0,1,998,2,1.02,0
19,2.820589856666546,0.7894736842105263,3,193,9,11.61,3
18,3.4613201402110083,0.05555555555555555,2,119,22,10.27,2
20,2.765957320949175,0.8,3,88,26,13.12,2
13,3.3927474104487847,0.23076923076923078,2,126,10,6.8,3
13,3.3927474104487847,0.0,1,710,3,4.04,0
14,3.807354922057604,0.0,1,1866,2,2.11,0
19,3.326360407952694,0.7894736842105263,3,120,21,22.96,2
19,3.5368867237421675,0.0,1,237,2,8.67,1
15,3.640223928941852,0.0,1,2544,3,2.61,0
21,3.1961547809328676,0.8095238095238095,3,181,8,7.81,3
10,3.1219280948873624,0.0,1,3304,1,3.66,0
14,2.9852281360342516,0.0,1,1486,3,1.63,0
18,3.94770277922009,0.0,1,176,2,8.81,1
13,3.3927474104487847,0.0,1,255,2,9.91,1
21,3.594465636961452,0.0,1,93,4,9.53,1
15,3.456564762130954,0.0,1,162,3,11.98,1
42,4.492926053473585,0.2857142857142857,1,250,2,7.58,1
12,3.2516291673878226,0.0,1,2869,3,3.22,0
16,3.452819531114783,0.1875,2,50,19,20.79,2
15,3.640223928941852,0.0,1,162,2,11.99,1
13,3.238901256602631,0.0,1,1554,1,2.43,0
20,3.284183719779189,0.8,3,84,18,23.34,2
16,3.577819531114783,0.0,1,95,5,10.2,1
21,3.9754180179138334,0.0,1,149,4,9.08,1
10,2.9219280948873623,0.0,1,3529,2,2.52,0
13,3.238901256602631,0.3076923076923077,2,50,30,19.83,2
21,3.499227541723357,0.0,1,843,1,3.97,0
43,4.385453417442482,0.32558139534883723,1,271,5,7.54,1
20,2.508694969562842,0.8,3,105,9,13.08,3
10,3.1219280948873624,0.0,1,109,3,6.88,1
22,4.004886164091843,0.0,1,161,5,11.38,1
27,4.23636898364495,0.18518518518518517,1,229,5,11.47,1
10,3.3219280948873626,0.0,1,3374,3,5.77,0
17,3.616874605956222,0.0,1,163,5,11.27,1
18,3.6835423624332306,0.0,2,64,38,22.97,2
18,3.3082708345352603,0.0,1,2346,1,1.43,0
19,3.5766176449086657,0.0,2,135,7,8.13,3
16,3.077819531114783,0.0,1,119,1,7.33,1
23,3.936180434129755,0.0,1,178,5,12.86,1
20,3.408694969562842,0.0,1,165,1,6.41,1
22,4.095795255000934,0.2727272727272727,1,226,1,8.59,1
20,3.065957320949175,0.8,3,11,12,10.94,2
17,3.3371753411230767,0.0,1,3546,1,3.6,0
6,2.584962500721156,0.16666666666666666,1,2065,3,4.38,0
16,3.1556390622295662,0.125,1,158,3,7.02,1
16,3.202819531114783,0.0,1,176,7,11.55,3
16,3.375,0.0,1,1525,2,4.37,0
12,2.792481250360578,0.0,1,1984,2,5.93,0
17,2.8221819586428722,0.7647058823529411,3,78,38,20.5,2
19,2.647592147308496,0.7894736842105263,3,58,19,10.54,2
17,3.4992275471326924,0.0,1,2553,2,4.16,0
19,3.5766176449086657,0.0,1,239,1,10.89,1
19,3.2866294867861954,0.7894736842105263,3,118,5,7.75,3
20,3.1464393446710157,0.8,3,85,10,5.2,3
16,3.327819531114783,0.0,1,3172,2,3.32,0
10,2.9219280948873623,0.0,1,1341,3,2.61,0
17,2.9842341646524884,0.7647058823529411,3,77,11,6.4,3
21,3.7489948035250964,0.0,1,71,1,6.41,1
23,3.8820451081368623,0.0,1,214,5,9.98,1
18,3.3082708345352603,0.7777777777777778,3,91,8,8.54,3
16,3.577819531114783,0.0,1,3597,2,5.71,0
16,3.5,0.0,1,207,3,12.86,1
20,3.784183719779189,0.0,1,2363,1,3.2,0
14,3.3787834934861753,0.0,1,2583,3,5.56,0
17,3.007196489685617,0.7647058823529411,3,10,36,12.79,2
11,3.095795255000934,0.0,1,2972,3,4.68,0
19,3.787143960698139,0.15789473684210525,1,197,2,6.89,1
20,3.9219280948873627,0.0,1,1397,1,5.03,0
14,3.521640636343318,0.0,1,253,1,7.82,1
12,3.584962500721156,0.0,1,248,3,7.15,1
10,3.3219280948873626,0.0,1,1365,1,2.04,0
11,3.4594316186372973,0.0,1,1733,1,2.35,0
12,3.2516291673878226,0.0,1,1981,1,2.55,0
18,3.0021722231837638,0.7777777777777778,3,15,11,24.54,2
10,3.1219280948873624,0.0,1,3560,2,2.44,0
12,3.2516291673878226,0.0,1,188,4,11.04,1
9,3.169925001442312,0.0,1,2103,1,4.79,0
16,3.327819531114783,0.0,1,178,1,11.73,1
32,3.952819531114783,0.0,1,271,1,10.21,1
18,3.5724312513221195,0.1111111111111111,2,141,4,9.03,3
23,3.8164027166443866,0.043478260869565216,1,87,4,7.17,1
9,2.94770277922009,0.0,1,81,5,8.1,1
20,3.9219280948873627,0.0,1,181,4,9.33,1
11,3.2776134368191157,0.0,1,161,4,11.15,1
11,3.2776134368191157,0.0,1,276,3,7.7,1
8,2.75,0.0,1,2391,2,4.98,0
6,2.584962500721156,0.0,1,948,1,5.72,0
25,3.5932696895151084,0.0,1,120,4,9.6,3
18,3.4613201402110083,0.0,1,82,2,7.73,1
19,3.8924071185928764,0.21052631578947367,1,67,4,11.83,1
11,3.2776134368191157,0.0,1,257,2,11.71,1
21,3.08232813685843,0.8095238095238095,3,92,7,7.75,3
12,2.8553885422075336,0.75,3,68,21,15.99,2
10,2.721928094887362,0.0,1,3234,1,2.7,0
21,3.6537567082870015,0.14285714285714285,2,87,30,15.97,2
19,3.5368867237421675,0.0,2,18,30,15.17,2
15,3.323231428797621,0.0,1,1544,3,6.0,0
12,3.084962500721156,0.0,1,2819,1,2.72,0
10,3.3219280948873626,0.0,1,2248,2,5.86,0
12,2.792481250360578,0.0,1,3331,3,5.33,0
9,2.725480556997868,0.0,1,1429,2,3.44,0
13,3.0269868333592873,0.0,1,221,5,9.88,1
20,2.8037016960573484,0.8,3,170,11,7.28,3
27,3.6898916687500067,0.0,1,116,1,10.19,1
11,3.095795255000934,0.0,1,3464,1,2.2,0
7,2.8073549220576037,0.0,1,3349,1,2.27,0
15,2.5492553971685,0.8,3,114,10,11.55,3
21,3.594465636961452,0.09523809523809523,2,95,5,7.19,3
22,3.5383105956150063,0.0,1,1877,3,1.12,0
23,3.642489673166126,0.0,1,2252,2,5.86,0
42,4.755296291774868,0.2857142857142857,1,153,5,7.0,1
20,2.4577174691301487,0.8,3,72,4,7.8,3
10,2.9219280948873623,0.0,1,3289,1,4.61,0
10,2.9219280948873623,0.0,1,167,2,11.26,1
10,3.3219280948873626,0.0,1,1163,2,1.07,0
17,3.4992275471326924,0.0,1,3107,2,4.9,0
16,3.75,0.0,1,2947,1,4.88,0
20,3.246439344671016,0.8,3,110,5,5.4,3
18,3.614369445886757,0.1111111111111111,2,138,4,11.37,3
27,4.208410187268525,0.2222222222222222,1,266,2,10.68,1
22,3.913977073182752,0.0,1,132,2,9.66,1
16,3.625,0.0,1,1558,2,5.01,0
14,3.3787834934861753,0.0,1,1700,2,1.6,0
13,3.0269868333592873,0.0,1,253,3,8.69,1
15,3.1898980954642875,0.0,1,2346,1,2.56,0
19,3.826874881864638,0.0,1,184,1,6.95,1
8,2.5,0.0,1,1906,1,3.35,0
13,3.3927474104487847,0.38461538461538464,2,11,28,23.44,2
14,3.3787834934861753,0.0,1,676,3,1.49,0
14,3.3248629576173565,0.0,1,259,4,8.8,1
7,2.521640636343318,0.14285714285714285,1,1747,3,5.75,0
18,3.5724312513221195,0.0,1,3375,2,4.46,0
14,3.3787834934861753,0.0,1,1682,2,3.1,0
13,3.3927474104487847,0.0,1,793,2,4.64,0
17,3.616874605956222,0.0,1,3379,3,4.4,0
14,3.3248629576173565,0.0,1,2464,1,5.45,0
18,2.7107770844150676,0.7777777777777778,3,30,31,21.18,2
13,3.3927474104487847,0.0,1,198,3,10.22,1
7,2.521640636343318,0.0,1,3097,1,5.21,0
15,3.456564762130954,0.0,1,85,3,6.05,1
16,3.625,0.25,1,60,3,8.04,1
18,3.794653473544342,0.0,1,87,3,11.13,1
22,4.186704345910025,0.13636363636363635,1,203,5,8.14,1
10,3.1219280948873624,0.0,1,1333,2,5.55,0
18,3.086048612313038,0.0,1,254,3,12.3,1
21,2.7179717342678,0.8095238095238095,3,117,10,9.79,3
19,2.6100635408770723,0.7894736842105263,3,109,23,16.86,2
11,3.4594316186372973,0.0,1,1125,1,5.32,0
14,3.6644977792004614,0.0,1,166,1,12.67,1
16,3.327819531114783,0.0625,2,133,5,14.14,3
18,3.7254805569978675,0.0,1,2225,3,5.1,0
14,2.950212064914747,0.0,1,105,2,7.28,1
17,3.1751231351134606,0.7647058823529411,3,151,11,7.92,3
16,3.4056390622295662,0.0,1,295,5,11.76,1
11,3.4594316186372973,0.0,1,2980,1,2.12,0
21,3.6537567082870015,0.0,1,987,2,5.12,0
17,3.4548223999466057,0.0,1,212,4,8.1,1
21,3.177566232096525,0.8095238095238095,3,131,4,5.63,3
24,3.668295834054489,0.0,1,171,4,11.62,1
10,3.1219280948873624,0.0,1,1501,3,5.36,0
18,3.6835423624332306,0.0,2,128,8,13.03,3
24,3.8553885422075336,0.0,1,95,1,9.75,1
28,3.950212064914747,0.0,2,2050,3,2.04,0
9,3.169925001442312,0.0,1,1590,1,4.59,0
19,3.5110854081804272,0.0,1,789,3,5.04,0
21,2.9104404952185816,0.8095238095238095,3,34,23,17.18,2
19,2.925853014561283,0.7894736842105263,3,41,14,15.07,2
11,3.0271691184406184,0.0,1,2314,1,5.42,0
14,3.3787834934861753,0.0,1,193,4,7.27,3
16,3.5,0.0,1,1814,2,3.83,0
13,2.873140679513133,0.0,1,2540,1,2.29,0
17,2.9398290174664017,0.7647058823529411,3,160,9,14.37,3
32,4.038909765557392,0.0,1,93,5,11.17,1
16,3.452819531114783,0.0,1,1195,2,2.06,0
13,3.0850551027564768,0.0,1,192,3,10.67,1
18,3.155221528859512,0.7777777777777778,3,56,29,11.96,2
12,3.4182958340544896,0.0,1,1095,3,2.49,0
39,3.8720838732529215,0.05128205128205128,5,126,9,11.62,3
18,2.974937501201927,0.7777777777777778,3,101,9,10.35,3
11,3.095795255000934,0.0,1,817,1,5.24,0
11,3.2776134368191157,0.0,1,183,5,9.44,1
16,3.625,0.25,2,125,4,8.93,3
23,3.8820451081368623,0.0,1,1596,1,1.89,0
19,3.5766176449086657,0.0,1,288,5,10.54,1
11,3.095795255000934,0.36363636363636365,2,24,19,18.13,2
19,3.5368867237421675,0.0,1,192,3,11.06,1
19,3.1813663288914587,0.0,1,137,1,9.96,1
13,3.546593564294939,0.3076923076923077,2,106,38,10.49,2
9,3.169925001442312,0.0,1,2747,3,4.16,0
17,3.29277019393699,0.0,1,643,1,3.28,0
19,3.1813663288914587,0.7894736842105263,3,121,6,10.26,3
9,2.725480556997868,0.0,1,2700,2,1.83,0
9,3.169925001442312,0.0,1,282,3,10.68,1
23,3.6211755429194707,0.08695652173913043,2,94,8,9.1,3
19,3.431623565847431,0.7894736842105263,3,140,7,11.3,3
19,3.5766176449086657,0.0,1,250,4,11.57,1
20,2.9037016960573485,0.8,3,143,7,9.11,3
9,2.94770277922009,0.0,1,952,1,4.85,0
7,2.8073549220576037,0.0,1,791,3,5.67,0
23,4.088779347361361,0.17391304347826086,1,80,5,7.56,1
10,3.1219280948873624,0.0,1,1205,1,5.38,0
15,3.640223928941852,0.0,1,195,1,9.2,1
21,3.880179922675738,0.0,1,211,4,12.52,1
23,3.3487989122024966,0.0,1,87,3,7.16,1
11,3.095795255000934,0.0,1,1123,1,4.02,0
10,2.9219280948873623,0.0,1,1733,1,4.86,0
20,3.1709505944546685,0.8,3,94,10,13.62,3
17,3.29277019393699,0.0,1,3276,1,4.35,0
20,3.8219280948873626,0.0,1,139,2,7.72,1
18,3.0021722231837638,0.7777777777777778,3,67,16,11.28,2
17,3.057476076289931,0.7647058823529411,3,101,13,18.98,2
13,3.546593564294939,0.0,1,148,5,7.57,1
7,2.2359263506290326,0.0,1,2772,3,2.67,0
22,3.8796640049025943,0.2727272727272727,1,209,5,12.64,1
16,3.25,0.0,1,135,1,10.84,1
17,3.1692486956952326,0.0,1,131,3,7.73,1
7,2.8073549220576037,0.0,1,2916,2,4.74,0
15,3.3735572622751855,0.0,1,152,4,8.79,3
20,3.9219280948873627,0.0,1,74,4,11.19,1
18,3.197159723424149,0.7777777777777778,3,113,26,10.78,2
20,3.484183719779189,0.0,1,274,1,7.23,1
16,3.077819531114783,0.0,1,704,1,2.97,0
21,3.535174565635903,0.0,1,220,5,8.97,1
19,3.471354487013929,0.0,2,105,6,6.11,3
10,3.1219280948873624,0.0,1,165,5,6.48,3
15,3.640223928941852,0.0,1,1143,2,4.83,0
12,3.4182958340544896,0.0,1,294,3,6.27,1
20,2.970950594454669,0.8,3,87,21,14.19,2
22,4.186704345910025,0.22727272727272727,1,132,5,6.08,1
20,3.308694969562842,0.8,3,119,8,20.64,2
14,3.3787834934861753,0.0,1,218,1,9.26,1
10,2.4464393446710155,0.0,1,973,2,2.09,0
16,3.327819531114783,0.3125,1,173,5,12.42,1
16,3.125,0.0,1,775,1,4.58,0
16,3.577819531114783,0.4375,1,154,3,8.07,1
16,3.75,0.3125,2,139,7,8.36,3
19,3.1813663288914587,0.7894736842105263,3,156,11,8.33,3
12,2.5220552088742005,0.75,3,80,26,24.39,2
11,3.2776134368191157,0.0,1,67,4,6.38,1
15,3.506890595608519,0.0,1,113,2,9.11,1
19,3.471354487013929,0.0,1,2348,3,5.87,0
21,3.916126946588284,0.0,1,77,2,6.4,1
9,2.94770277922009,0.0,1,2206,2,3.32,0
20,3.2709505944546686,0.8,3,115,36,20.3,2
20,2.984183719779189,0.8,3,39,34,13.62,2
14,3.3248629576173565,0.0,1,2212,1,2.15,0
19,2.6497944620435705,0.7894736842105263,3,102,33,11.56,2
9,2.94770277922009,0.0,1,666,2,2.16,0
7,2.8073549220576037,0.14285714285714285,1,3111,2,3.77,0
15,3.456564762130954,0.0,1,939,3,3.13,0
14,3.3787834934861753,0.0,1,251,4,8.13,1
19,3.2210972500579573,0.7894736842105263,3,157,7,11.3,3
18,3.155221528859512,0.7777777777777778,3,90,7,9.8,3
14,3.2359263506290326,0.0,1,1626,3,4.15,0
14,2.8423709931771084,0.7857142857142857,3,21,38,21.5,2
6,2.584962500721156,0.0,1,1258,3,5.15,0
17,3.7345216647797512,0.0,1,188,4,6.43,1
12,3.4182958340544896,0.0,1,225,5,7.4,1
13,3.238901256602631,0.0,1,174,5,10.72,1
12,3.2516291673878226,0.0,1,298,5,8.31,1
7,2.8073549220576037,0.0,1,699,3,3.39,0
21,3.141619208183979,0.8095238095238095,3,69,36,11.57,2
7,2.521640636343318,0.0,1,2461,1,1.12,0
12,3.2516291673878226,0.0,1,2484,2,4.26,0
29,4.1162646156680225,0.0,1,85,5,8.32,1
13,2.7192945256669794,0.7692307692307693,3,35,27,18.26,2
20,2.908694969562842,0.8,3,43,21,20.79,2
14,3.0391486719030705,0.21428571428571427,1,846,3,4.09,0
20,2.8037016960573484,0.8,3,67,10,7.02,3
14,3.521640636343318,0.0,1,99,3,7.6,1
9,2.94770277922009,0.0,1,778,1,2.51,0
17,3.29277019393699,0.0,1,1500,2,3.09,0
26,3.6612262562697895,0.0,1,185,5,6.32,1
18,3.6835423624332306,0.0,2,198,8,12.2,3
27,3.38009433628333,0.0,1,166,1,7.99,1
12,3.2516291673878226,0.0,1,1593,3,3.81,0
18,2.8910611120726526,0.7777777777777778,3,69,17,10.22,2
20,3.8841837197791893,0.0,1,257,4,6.06,1
21,4.106603137064474,0.14285714285714285,2,15,17,17.85,2
12,2.6258145836939115,0.75,3,144,8,5.72,3
7,2.8073549220576037,0.14285714285714285,1,3328,1,5.17,0
17,3.4548223999466057,0.0,1,2261,1,3.96,0
10,2.9219280948873623,0.0,1,1413,3,2.23,0
19,3.2608281712244556,0.7894736842105263,3,127,4,9.38,3
12,3.084962500721156,0.08333333333333333,2,35,17,18.06,2
17,3.4992275471326924,0.058823529411764705,2,85,31,24.03,2
10,3.3219280948873626,0.0,1,1309,1,3.76,0
20,2.765957320949175,0.8,3,77,30,20.66,2
14,3.3787834934861753,0.0,1,2452,3,3.42,0
21,3.916126946588284,0.0,1,98,4,10.55,1
8,3.0,0.0,1,1483,3,2.29,0
21,3.9754180179138334,0.0,1,65,1,10.56,1
9,3.169925001442312,0.0,1,1537,3,1.77,0
19,3.787143960698139,0.0,1,120,5,7.31,1
18,3.3921472236645345,0.0,2,64,30,10.94,2
17,3.4992275471326924,0.058823529411764705,2,75,11,5.97,3
20,3.684183719779189,0.15,2,53,15,17.0,2
16,3.5,0.0,1,2372,2,4.61,0
23,3.6381476962048267,0.043478260869565216,1,1655,3,5.21,0
17,3.4992275471326924,0.0,1,135,3,10.67,1
23,3.186392934223819,0.0,1,2536,1,4.82,0
20,3.8219280948873626,0.0,1,267,1,12.73,1
11,3.095795255000934,0.0,1,181,2,7.69,1
19,3.1813663288914587,0.7894736842105263,3,19,21,13.12,2
9,2.94770277922009,0.0,1,824,2,4.48,0
23,4.001822825622231,0.21739130434782608,1,145,4,9.05,1
16,3.452819531114783,0.0625,1,96,1,12.53,1
19,2.820589856666546,0.7894736842105263,3,180,4,5.36,3
14,3.521640636343318,0.0,1,2515,1,2.82,0
16,3.375,0.0,1,270,4,6.81,1
12,3.4182958340544896,0.0,1,1605,3,1.11,0
14,3.2359263506290326,0.0,1,2041,2,4.81,0
23,3.8492239123906247,0.13043478260869565,2,95,18,12.83,2
14,3.521640636343318,0.0,1,204,4,10.39,1
24,3.470175521464345,0.125,2,189,6,13.25,3
7,2.2359263506290326,0.0,1,1822,1,3.62,0
21,3.9754180179138334,0.0,1,143,2,8.92,1
17,3.6901165175936645,0.11764705882352941,2,36,34,23.7,2
11,2.913977073182752,0.36363636363636365,2,190,7,10.68,3
15,3.240223928941852,0.0,1,2691,2,2.33,0
13,3.180832987205441,0.0,1,1296,2,3.57,0
11,2.481714572986073,0.0,1,2050,3,2.07,0
12,3.0220552088742005,0.0,1,126,4,7.14,1
8,2.75,0.0,1,1044,3,2.5,0
8,3.0,0.0,1,2020,1,1.21,0
12,3.4182958340544896,0.0,1,225,2,10.33,1
7,2.521640636343318,0.0,1,1268,1,1.9,0
19,3.5766176449086657,0.0,1,295,1,10.96,1
17,3.057476076289931,0.7647058823529411,3,160,9,10.75,3
20,2.9016094970590274,0.8,3,28,9,14.62,2
13,3.546593564294939,0.0,1,2406,3,5.32,0
12,3.2516291673878226,0.0,1,210,2,9.38,1
16,3.1556390622295662,0.0,1,269,3,7.48,1
17,3.057476076289931,0.7647058823529411,3,106,6,10.42,3
16,3.625,0.0,1,3377,2,5.54,0
17,3.013070929103845,0.7647058823529411,3,129,9,10.42,3
11,3.095795255000934,0.0,1,276,2,10.74,1
17,3.616874605956222,0.058823529411764705,2,38,29,13.59,2
12,3.2516291673878226,0.0,1,3084,2,4.52,0
17,3.29277019393699,0.0,1,1789,2,2.54,0
19,3.787143960698139,0.05263157894736842,2,95,8,14.28,3
20,3.8841837197791893,0.0,1,1612,1,2.5,0
20,3.684183719779189,0.0,1,184,4,11.4,1
9,2.94770277922009,0.0,1,2602,1,2.79,0
16,3.625,0.0625,1,2079,2,2.06,0
15,3.1898980954642875,0.0,1,148,4,14.81,3
8,2.5,0.0,1,1759,3,3.69,0
22,3.913977073182752,0.0,1,251,5,7.8,1
14,3.0930692077718898,0.0,1,150,3,10.05,1
16,3.625,0.3125,1,264,2,10.21,1
11,2.913977073182752,0.0,1,3042,3,5.94,0
16,3.5,0.0,1,1642,1,3.84,0
19,3.431623565847431,0.0,1,174,2,11.73,1
12,3.2516291673878226,0.0,1,2896,2,1.36,0
19,3.0105709342684834,0.7894736842105263,3,90,9,11.35,3
7,2.521640636343318,0.0,1,2557,3,4.7,0
19,3.326360407952694,0.7894736842105263,3,150,6,13.11,3
11,3.2776134368191157,0.2727272727272727,2,28,10,11.86,2
8,3.0,0.0,1,3538,2,1.85,0
13,3.546593564294939,0.0,1,973,2,4.77,0
18,3.0441104177484006,0.7777777777777778,3,58,36,10.08,2
11,3.095795255000934,0.36363636363636365,2,137,11,11.3,3
16,3.625,0.0,2,3421,3,4.84,0
16,3.625,0.0,1,276,3,9.74,1
18,2.8218881955261788,0.7777777777777778,3,152,7,12.84,3
19,3.826874881864638,0.0,1,1468,2,4.3,0
12,3.2516291673878226,0.0,1,151,2,12.82,1
22,3.970573095811685,0.0,1,187,1,7.9,1
13,3.3927474104487847,0.0,1,161,3,10.44,1
20,3.1086949695628423,0.8,3,89,10,14.54,3
22,3.447401504705915,0.0,1,2925,1,5.66,0
19,3.2866294867861954,0.7894736842105263,3,114,38,14.53,2
19,3.6421498816369042,0.0,1,183,5,6.15,1
14,3.521640636343318,0.0,1,260,1,10.45,1
19,3.11583409216322,0.7894736842105263,3,76,6,7.3,3
16,3.625,0.0,1,299,5,8.16,1
27,3.986187965046303,0.07407407407407407,1,138,4,8.13,1
16,2.9056390622295662,0.75,3,73,5,5.08,3
13,3.238901256602631,0.0,1,1417,2,5.17,0
11,3.095795255000934,0.0,1,145,3,12.78,1
12,3.0220552088742005,0.0,1,2429,1,5.16,0
20,3.584183719779189,0.0,2,125,6,10.9,3
18,3.8365916681089787,0.16666666666666666,2,97,35,21.46,2
20,2.8464393446710154,0.8,3,84,5,13.18,3
21,3.6537567082870015,0.0,1,3020,2,4.62,0
19,2.865576855207248,0.7894736842105263,3,102,8,12.69,2
20,3.008694969562842,0.8,3,77,4,11.41,3
16,3.274397470347699,0.0,1,76,4,11.83,1
18,3.197159723424149,0.7777777777777778,3,61,11,5.57,3
11,3.095795255000934,0.0,1,113,3,9.3,1
35,3.8897379316519904,0.0,1,102,4,9.42,1
19,3.2608281712244556,0.7894736842105263,3,109,23,10.86,2
6,2.584962500721156,0.0,1,656,2,3.46,0
18,3.3082708345352603,0.7777777777777778,3,100,23,20.21,2
15,3.056564762130954,0.0,1,110,4,8.38,1
12,3.084962500721156,0.0,1,179,4,12.72,3
21,3.7849418274376427,0.0,1,264,2,9.35,1
8,3.0,0.0,1,2410,1,2.12,0
21,3.7256507561120937,0.0,2,1209,3,5.18,0
13,3.180832987205441,0.0,1,2460,1,2.23,0
27,4.106377316818026,0.37037037037037035,1,216,3,9.13,1
14,2.35274578087187,0.7857142857142857,3,134,10,5.08,3
20,3.308694969562842,0.0,1,190,4,8.73,1
22,3.572623663895164,0.0,1,1527,2,5.08,0
12,3.4182958340544896,0.0,1,2436,1,3.85,0
21,3.154222184683522,0.0,1,123,4,10.56,1
16,3.625,0.0,1,2251,3,2.06,0
14,3.1280852788913944,0.0,1,2673,1,1.01,0
13,2.287783719941071,0.7692307692307693,3,38,37,18.73,2
12,3.4182958340544896,0.0,1,220,4,11.52,1
19,3.0105709342684834,0.7894736842105263,3,70,6,9.51,3
12,3.084962500721156,0.0,1,2111,3,2.0,0
12,3.4182958340544896,0.0,1,924,2,4.48,0
11,3.2776134368191157,0.0,1,1254,1,4.88,0
20,2.9282129458410013,0.8,3,54,23,14.54,2
20,3.784183719779189,0.25,2,144,11,12.64,3
20,3.584183719779189,0.0,1,164,4,7.48,1
16,3.452819531114783,0.0,1,3272,2,4.23,0
12,3.2516291673878226,0.16666666666666666,2,119,8,16.07,2
14,3.1820058147602133,0.0,1,3449,1,3.24,0
10,2.721928094887362,0.0,2,753,3,4.94,0
11,3.095795255000934,0.0,1,2126,3,3.09,0
19,3.326360407952694,0.7894736842105263,3,162,10,12.1,3
16,3.202819531114783,0.0,1,276,5,6.4,1
7,1.9502120649147467,0.0,1,1411,2,3.55,0
20,3.1037016960573487,0.8,3,115,29,19.91,2
13,2.8150724101159437,0.0,1,65,5,8.73,1
12,3.084962500721156,0.0,1,94,3,7.33,1
12,3.0220552088742005,0.0,1,143,2,11.01,1
22,3.7544418457133455,0.13636363636363635,1,280,4,7.91,1
12,3.2516291673878226,0.0,1,2059,2,3.77,0
20,3.6464393446710157,0.0,1,130,4,8.66,1
10,3.1219280948873624,0.0,1,2358,1,4.94,0
18,2.8218881955261788,0.7777777777777778,3,147,11,14.12,3
20,2.9016094970590274,0.8,3,40,8,10.32,2
19,3.1813663288914587,0.7894736842105263,3,76,6,9.15,3
16,3.4056390622295662,0.0625,1,175,2,7.17,1
8,3.0,0.0,1,2468,3,2.85,0
12,3.4182958340544896,0.0,1,222,5,8.06,1
23,3.44726249944121,0.0,1,3239,1,3.71,0
19,3.155565013329719,0.7894736842105263,3,60,9,10.58,3
13,3.180832987205441,0.0,1,207,2,6.25,1
20,3.065957320949175,0.8,3,37,28,15.81,2
18,2.6213526136130225,0.7777777777777778,3,118,9,10.91,3
11,3.095795255000934,0.0,1,2525,2,5.01,0
11,3.095795255000934,0.0,1,2999,1,2.04,0
18,3.5724312513221195,0.1111111111111111,2,154,10,9.92,3
17,3.3371753411230767,0.0,1,3313,2,2.8,0
20,3.2037016960573483,0.0,1,104,5,8.72,1
21,3.1182751607709758,0.8095238095238095,3,99,26,16.57,2
13,2.5654483718208256,0.7692307692307693,3,73,19,12.09,2
16,3.5,0.0,1,159,5,9.59,1
12,2.4591479170272446,0.75,3,63,14,23.81,2
14,3.3248629576173565,0.0,1,2254,3,2.75,0
11,2.7321588913645702,0.0,1,268,2,12.8,1
16,3.375,0.0,1,3555,3,1.45,0
11,3.095795255000934,0.0,1,191,2,11.17,1
23,3.5511911744656963,0.0,1,2068,1,5.64,0
20,3.1464393446710157,0.8,3,70,34,18.82,2
8,2.75,0.0,1,3121,1,2.26,0
20,3.1037016960573487,0.8,3,99,13,13.61,2
18,2.8638263900908156,0.7777777777777778,3,18,23,22.83,2
12,3.4182958340544896,0.0,1,297,1,8.63,1
15,3.640223928941852,0.06666666666666667,2,109,38,22.23,2
22,3.390805482076982,0.0,1,262,5,12.73,1
14,3.0391486719030705,0.0,1,227,4,10.7,1
19,3.0105709342684834,0.7894736842105263,3,119,7,11.79,3
12,3.084962500721156,0.0,1,103,4,8.58,1
15,3.1898980954642875,0.0,1,2052,2,3.42,0
19,3.826874881864638,0.10526315789473684,2,65,26,22.15,2
14,3.3787834934861753,0.0,1,2857,3,4.41,0
20,3.684183719779189,0.1,2,129,10,13.94,3
15,3.1898980954642875,0.0,1,138,5,6.72,1
17,2.9398290174664017,0.7647058823529411,3,176,8,13.42,3
23,4.088779347361361,0.0,1,265,5,9.57,1
19,3.0311161724560196,0.7894736842105263,3,57,10,22.04,2
17,3.29277019393699,0.7647058823529411,3,116,7,6.29,3
20,3.1709505944546685,0.8,3,34,17,11.78,2
28,3.4852281360342516,0.0,1,212,4,11.27,1
15,3.1898980954642875,0.0,1,187,2,9.61,1
10,2.6464393446710157,0.0,1,182,7,13.02,3
19,3.6421498816369042,0.0,1,2557,1,3.59,0
9,2.94770277922009,0.0,1,1984,3,5.78,0
19,3.5766176449086657,0.0,1,279,5,12.25,1
5,2.321928094887362,0.2,1,3571,1,2.55,0
20,3.246439344671016,0.0,1,173,2,11.8,1
14,2.610577243331642,0.7857142857142857,3,181,8,7.11,3
12,3.0220552088742005,0.0,1,110,5,8.31,1
13,3.238901256602631,0.0,1,100,3,7.99,1
